status_id,resident_id,status,updated_at
2896,2896,"Moved Out","2025-05-02 22:32:48"
2897,2897,Deceased,"2025-05-02 22:32:48"
2898,2898,Active,"2025-05-02 22:32:48"
2899,2899,Deceased,"2025-05-02 22:32:48"
2900,2900,Active,"2025-05-02 22:32:48"
2901,2901,Transferred,"2025-05-02 22:32:48"
2902,2902,Active,"2025-05-02 22:32:48"
2903,2903,Active,"2025-05-02 22:32:48"
2904,2904,Transferred,"2025-05-02 22:32:48"
2905,2905,Transferred,"2025-05-02 22:32:48"
2906,2906,Deceased,"2025-05-02 22:32:48"
2907,2907,Active,"2025-05-02 22:32:48"
2908,2908,Deceased,"2025-05-02 22:32:48"
2909,2909,Active,"2025-05-02 22:32:48"
2910,2910,Deceased,"2025-05-02 22:32:48"
2911,2911,Deceased,"2025-05-02 22:32:48"
2912,2912,"Moved Out","2025-05-02 22:32:48"
2913,2913,Transferred,"2025-05-02 22:32:48"
2914,2914,"Moved Out","2025-05-02 22:32:49"
2915,2915,Deceased,"2025-05-02 22:32:49"
2916,2916,Transferred,"2025-05-02 22:32:49"
2917,2917,Transferred,"2025-05-02 22:32:49"
2918,2918,"Moved Out","2025-05-02 22:32:49"
2919,2919,Active,"2025-05-02 22:32:49"
2920,2920,Transferred,"2025-05-02 22:32:49"
2921,2921,Deceased,"2025-05-02 22:32:49"
2922,2922,Transferred,"2025-05-02 22:32:49"
2923,2923,Deceased,"2025-05-02 22:32:49"
2924,2924,"Moved Out","2025-05-02 22:32:49"
2925,2925,Active,"2025-05-02 22:32:49"
2926,2926,Deceased,"2025-05-02 22:32:49"
2927,2927,Deceased,"2025-05-02 22:32:49"
2928,2928,Transferred,"2025-05-02 22:32:49"
2929,2929,Deceased,"2025-05-02 22:32:49"
2930,2930,Transferred,"2025-05-02 22:32:49"
2931,2931,Deceased,"2025-05-02 22:32:49"
2932,2932,Transferred,"2025-05-02 22:32:49"
2933,2933,"Moved Out","2025-05-02 22:32:49"
2934,2934,Deceased,"2025-05-02 22:32:49"
2935,2935,Transferred,"2025-05-02 22:32:49"
2936,2936,Transferred,"2025-05-02 22:32:49"
2937,2937,"Moved Out","2025-05-02 22:32:49"
2938,2938,Transferred,"2025-05-02 22:32:49"
2939,2939,Transferred,"2025-05-02 22:32:49"
2940,2940,"Moved Out","2025-05-02 22:32:49"
2941,2941,Active,"2025-05-02 22:32:49"
2942,2942,Transferred,"2025-05-02 22:32:49"
2943,2943,Active,"2025-05-02 22:32:49"
2944,2944,Active,"2025-05-02 22:32:49"
2945,2945,"Moved Out","2025-05-02 22:32:49"
2946,2946,Active,"2025-05-02 22:32:49"
2947,2947,Transferred,"2025-05-02 22:32:49"
2948,2948,Transferred,"2025-05-02 22:32:49"
2949,2949,Transferred,"2025-05-02 22:32:49"
2950,2950,Deceased,"2025-05-02 22:32:49"
2951,2951,Deceased,"2025-05-02 22:32:49"
2952,2952,Deceased,"2025-05-02 22:32:49"
2953,2953,"Moved Out","2025-05-02 22:32:49"
2954,2954,Transferred,"2025-05-02 22:32:49"
2955,2955,Transferred,"2025-05-02 22:32:49"
2956,2956,Active,"2025-05-02 22:32:49"
2957,2957,"Moved Out","2025-05-02 22:32:49"
2958,2958,Active,"2025-05-02 22:32:49"
2959,2959,"Moved Out","2025-05-02 22:32:49"
2960,2960,Active,"2025-05-02 22:32:49"
2961,2961,Deceased,"2025-05-02 22:32:49"
2962,2962,Deceased,"2025-05-02 22:32:49"
2963,2963,Transferred,"2025-05-02 22:32:49"
2964,2964,Transferred,"2025-05-02 22:32:49"
2965,2965,Transferred,"2025-05-02 22:32:49"
2966,2966,Transferred,"2025-05-02 22:32:49"
2967,2967,Active,"2025-05-02 22:32:49"
2968,2968,Active,"2025-05-02 22:32:49"
2969,2969,Deceased,"2025-05-02 22:32:49"
2970,2970,Active,"2025-05-02 22:32:49"
2971,2971,Active,"2025-05-02 22:32:49"
2972,2972,Deceased,"2025-05-02 22:32:49"
2973,2973,Deceased,"2025-05-02 22:32:49"
2974,2974,"Moved Out","2025-05-02 22:32:49"
2975,2975,Deceased,"2025-05-02 22:32:49"
2976,2976,"Moved Out","2025-05-02 22:32:49"
2977,2977,Active,"2025-05-02 22:32:49"
2978,2978,Transferred,"2025-05-02 22:32:49"
2979,2979,"Moved Out","2025-05-02 22:32:49"
2980,2980,Transferred,"2025-05-02 22:32:49"
2981,2981,Active,"2025-05-02 22:32:49"
2982,2982,Active,"2025-05-02 22:32:49"
2983,2983,"Moved Out","2025-05-02 22:32:49"
2984,2984,Transferred,"2025-05-02 22:32:49"
2985,2985,Deceased,"2025-05-02 22:32:49"
2986,2986,Deceased,"2025-05-02 22:32:49"
2987,2987,Active,"2025-05-02 22:32:49"
2988,2988,Deceased,"2025-05-02 22:32:49"
2989,2989,"Moved Out","2025-05-02 22:32:49"
2990,2990,Active,"2025-05-02 22:32:49"
2991,2991,Active,"2025-05-02 22:32:49"
2992,2992,Transferred,"2025-05-02 22:32:49"
2993,2993,Transferred,"2025-05-02 22:32:49"
2994,2994,Active,"2025-05-02 22:32:49"
2995,2995,Deceased,"2025-05-02 22:32:49"
2996,2996,Deceased,"2025-05-02 22:32:49"
2997,2997,Active,"2025-05-02 22:32:49"
2998,2998,"Moved Out","2025-05-02 22:32:49"
2999,2999,Transferred,"2025-05-02 22:32:49"
3000,3000,Deceased,"2025-05-02 22:32:49"
3001,3001,Active,"2025-05-02 22:32:49"
3002,3002,Deceased,"2025-05-02 22:32:49"
3003,3003,Active,"2025-05-02 22:32:49"
3004,3004,"Moved Out","2025-05-02 22:32:49"
3005,3005,Deceased,"2025-05-02 22:32:49"
3006,3006,Transferred,"2025-05-02 22:32:49"
3007,3007,Deceased,"2025-05-02 22:32:49"
3008,3008,Transferred,"2025-05-02 22:32:49"
3009,3009,Deceased,"2025-05-02 22:32:49"
3010,3010,Transferred,"2025-05-02 22:32:49"
3011,3011,Active,"2025-05-02 22:32:49"
3012,3012,Deceased,"2025-05-02 22:32:49"
3013,3013,Transferred,"2025-05-02 22:32:49"
3014,3014,"Moved Out","2025-05-02 22:32:49"
3015,3015,"Moved Out","2025-05-02 22:32:49"
3016,3016,Active,"2025-05-02 22:32:49"
3017,3017,Active,"2025-05-02 22:32:49"
3018,3018,Deceased,"2025-05-02 22:32:49"
3019,3019,"Moved Out","2025-05-02 22:32:50"
3020,3020,"Moved Out","2025-05-02 22:32:50"
3021,3021,"Moved Out","2025-05-02 22:32:50"
3022,3022,"Moved Out","2025-05-02 22:32:50"
3023,3023,"Moved Out","2025-05-02 22:32:50"
3024,3024,Transferred,"2025-05-02 22:32:50"
3025,3025,Transferred,"2025-05-02 22:32:50"
3026,3026,"Moved Out","2025-05-02 22:32:50"
3027,3027,"Moved Out","2025-05-02 22:32:50"
3028,3028,Active,"2025-05-02 22:32:50"
3029,3029,Deceased,"2025-05-02 22:32:50"
3030,3030,Deceased,"2025-05-02 22:32:50"
3031,3031,Transferred,"2025-05-02 22:32:50"
3032,3032,Transferred,"2025-05-02 22:32:50"
3033,3033,Active,"2025-05-02 22:32:50"
3034,3034,Transferred,"2025-05-02 22:32:50"
3035,3035,Deceased,"2025-05-02 22:32:50"
3036,3036,"Moved Out","2025-05-02 22:32:50"
3037,3037,Transferred,"2025-05-02 22:32:50"
3038,3038,Active,"2025-05-02 22:32:50"
3039,3039,Transferred,"2025-05-02 22:32:50"
3040,3040,Deceased,"2025-05-02 22:32:50"
3041,3041,"Moved Out","2025-05-02 22:32:50"
3042,3042,Deceased,"2025-05-02 22:32:50"
3043,3043,Transferred,"2025-05-02 22:32:50"
3044,3044,Active,"2025-05-02 22:32:50"
3045,3045,Transferred,"2025-05-02 22:32:50"
3046,3046,Transferred,"2025-05-02 22:32:50"
3047,3047,Active,"2025-05-02 22:32:50"
3048,3048,Deceased,"2025-05-02 22:32:50"
3049,3049,Deceased,"2025-05-02 22:32:50"
3050,3050,"Moved Out","2025-05-02 22:32:50"
3051,3051,Transferred,"2025-05-02 22:32:50"
3052,3052,Deceased,"2025-05-02 22:32:50"
3053,3053,Active,"2025-05-02 22:32:50"
3054,3054,Deceased,"2025-05-02 22:32:50"
3055,3055,"Moved Out","2025-05-02 22:32:50"
3056,3056,Transferred,"2025-05-02 22:32:50"
3057,3057,"Moved Out","2025-05-02 22:32:50"
3058,3058,"Moved Out","2025-05-02 22:32:50"
3059,3059,Deceased,"2025-05-02 22:32:50"
3060,3060,Deceased,"2025-05-02 22:32:50"
3061,3061,Active,"2025-05-02 22:32:50"
3062,3062,Transferred,"2025-05-02 22:32:50"
3063,3063,Deceased,"2025-05-02 22:32:50"
3064,3064,Deceased,"2025-05-02 22:32:50"
3065,3065,Transferred,"2025-05-02 22:32:50"
3066,3066,Transferred,"2025-05-02 22:32:50"
3067,3067,Deceased,"2025-05-02 22:32:50"
3068,3068,Active,"2025-05-02 22:32:50"
3069,3069,Deceased,"2025-05-02 22:32:50"
3070,3070,Transferred,"2025-05-02 22:32:50"
3071,3071,Transferred,"2025-05-02 22:32:50"
3072,3072,Deceased,"2025-05-02 22:32:50"
3073,3073,Transferred,"2025-05-02 22:32:50"
3074,3074,"Moved Out","2025-05-02 22:32:50"
3075,3075,"Moved Out","2025-05-02 22:32:50"
3076,3076,Active,"2025-05-02 22:32:50"
3077,3077,Active,"2025-05-02 22:32:50"
3078,3078,Transferred,"2025-05-02 22:32:50"
3079,3079,Transferred,"2025-05-02 22:32:50"
3080,3080,Active,"2025-05-02 22:32:50"
3081,3081,Deceased,"2025-05-02 22:32:50"
3082,3082,"Moved Out","2025-05-02 22:32:50"
3083,3083,Deceased,"2025-05-02 22:32:50"
3084,3084,Active,"2025-05-02 22:32:50"
3085,3085,Active,"2025-05-02 22:32:50"
3086,3086,Deceased,"2025-05-02 22:32:50"
3087,3087,Deceased,"2025-05-02 22:32:50"
3088,3088,Transferred,"2025-05-02 22:32:50"
3089,3089,"Moved Out","2025-05-02 22:32:50"
3090,3090,Transferred,"2025-05-02 22:32:50"
3091,3091,Deceased,"2025-05-02 22:32:50"
3092,3092,Active,"2025-05-02 22:32:50"
3093,3093,Active,"2025-05-02 22:32:50"
3094,3094,Deceased,"2025-05-02 22:32:50"
3095,3095,Transferred,"2025-05-02 22:32:50"
3096,3096,Active,"2025-05-02 22:32:50"
3097,3097,"Moved Out","2025-05-02 22:32:50"
3098,3098,Active,"2025-05-02 22:32:50"
3099,3099,Deceased,"2025-05-02 22:32:50"
3100,3100,Active,"2025-05-02 22:32:50"
3101,3101,"Moved Out","2025-05-02 22:32:50"
3102,3102,"Moved Out","2025-05-02 22:32:50"
3103,3103,Deceased,"2025-05-02 22:32:50"
3104,3104,Transferred,"2025-05-02 22:32:50"
3105,3105,"Moved Out","2025-05-02 22:32:50"
3106,3106,"Moved Out","2025-05-02 22:32:50"
3107,3107,Active,"2025-05-02 22:32:50"
3108,3108,Transferred,"2025-05-02 22:32:50"
3109,3109,"Moved Out","2025-05-02 22:32:50"
3110,3110,"Moved Out","2025-05-02 22:32:50"
3111,3111,Transferred,"2025-05-02 22:32:50"
3112,3112,Deceased,"2025-05-02 22:32:50"
3113,3113,"Moved Out","2025-05-02 22:32:50"
3114,3114,Transferred,"2025-05-02 22:32:50"
3115,3115,"Moved Out","2025-05-02 22:32:50"
3116,3116,Deceased,"2025-05-02 22:32:50"
3117,3117,"Moved Out","2025-05-02 22:32:50"
3118,3118,Deceased,"2025-05-02 22:32:50"
3119,3119,Transferred,"2025-05-02 22:32:50"
3120,3120,"Moved Out","2025-05-02 22:32:50"
3121,3121,Deceased,"2025-05-02 22:32:50"
3122,3122,Transferred,"2025-05-02 22:32:50"
3123,3123,Active,"2025-05-02 22:32:51"
3124,3124,Deceased,"2025-05-02 22:32:51"
3125,3125,Transferred,"2025-05-02 22:32:51"
3126,3126,Deceased,"2025-05-02 22:32:51"
3127,3127,Transferred,"2025-05-02 22:32:51"
3128,3128,Deceased,"2025-05-02 22:32:51"
3129,3129,"Moved Out","2025-05-02 22:32:51"
3130,3130,"Moved Out","2025-05-02 22:32:51"
3131,3131,"Moved Out","2025-05-02 22:32:51"
3132,3132,Transferred,"2025-05-02 22:32:51"
3133,3133,Deceased,"2025-05-02 22:32:51"
3134,3134,Deceased,"2025-05-02 22:32:51"
3135,3135,Deceased,"2025-05-02 22:32:51"
3136,3136,Deceased,"2025-05-02 22:32:51"
3137,3137,Active,"2025-05-02 22:32:51"
3138,3138,"Moved Out","2025-05-02 22:32:51"
3139,3139,Deceased,"2025-05-02 22:32:51"
3140,3140,Active,"2025-05-02 22:32:51"
3141,3141,Deceased,"2025-05-02 22:32:51"
3142,3142,"Moved Out","2025-05-02 22:32:51"
3143,3143,Active,"2025-05-02 22:32:51"
3144,3144,Deceased,"2025-05-02 22:32:51"
3145,3145,"Moved Out","2025-05-02 22:32:51"
3146,3146,Deceased,"2025-05-02 22:32:51"
3147,3147,Deceased,"2025-05-02 22:32:51"
3148,3148,Deceased,"2025-05-02 22:32:51"
3149,3149,Deceased,"2025-05-02 22:32:51"
3150,3150,Transferred,"2025-05-02 22:32:51"
3151,3151,Transferred,"2025-05-02 22:32:51"
3152,3152,Transferred,"2025-05-02 22:32:51"
3153,3153,Deceased,"2025-05-02 22:32:51"
3154,3154,Deceased,"2025-05-02 22:32:51"
3155,3155,Active,"2025-05-02 22:32:51"
3156,3156,Active,"2025-05-02 22:32:51"
3157,3157,Active,"2025-05-02 22:32:51"
3158,3158,Active,"2025-05-02 22:32:51"
3159,3159,Transferred,"2025-05-02 22:32:51"
3160,3160,Transferred,"2025-05-02 22:32:51"
3161,3161,Active,"2025-05-02 22:32:51"
3162,3162,"Moved Out","2025-05-02 22:32:51"
3163,3163,Transferred,"2025-05-02 22:32:51"
3164,3164,"Moved Out","2025-05-02 22:32:51"
3165,3165,Active,"2025-05-02 22:32:51"
3166,3166,"Moved Out","2025-05-02 22:32:51"
3167,3167,Transferred,"2025-05-02 22:32:51"
3168,3168,Deceased,"2025-05-02 22:32:51"
3169,3169,"Moved Out","2025-05-02 22:32:51"
3170,3170,Active,"2025-05-02 22:32:51"
3171,3171,"Moved Out","2025-05-02 22:32:51"
3172,3172,Transferred,"2025-05-02 22:32:51"
3173,3173,"Moved Out","2025-05-02 22:32:51"
3174,3174,"Moved Out","2025-05-02 22:32:51"
3175,3175,"Moved Out","2025-05-02 22:32:51"
3176,3176,"Moved Out","2025-05-02 22:32:51"
3177,3177,Deceased,"2025-05-02 22:32:51"
3178,3178,Active,"2025-05-02 22:32:51"
3179,3179,"Moved Out","2025-05-02 22:32:51"
3180,3180,Transferred,"2025-05-02 22:32:51"
3181,3181,Active,"2025-05-02 22:32:51"
3182,3182,"Moved Out","2025-05-02 22:32:51"
3183,3183,Active,"2025-05-02 22:32:51"
3184,3184,Active,"2025-05-02 22:32:51"
3185,3185,Transferred,"2025-05-02 22:32:51"
3186,3186,"Moved Out","2025-05-02 22:32:51"
3187,3187,Transferred,"2025-05-02 22:32:51"
3188,3188,Active,"2025-05-02 22:32:51"
3189,3189,Transferred,"2025-05-02 22:32:51"
3190,3190,Transferred,"2025-05-02 22:32:51"
3191,3191,Active,"2025-05-02 22:32:51"
3192,3192,Active,"2025-05-02 22:32:51"
3193,3193,"Moved Out","2025-05-02 22:32:51"
3194,3194,"Moved Out","2025-05-02 22:32:51"
3195,3195,Transferred,"2025-05-02 22:32:51"
3196,3196,Transferred,"2025-05-02 22:32:51"
3197,3197,"Moved Out","2025-05-02 22:32:51"
3198,3198,Active,"2025-05-02 22:32:51"
3199,3199,Active,"2025-05-02 22:32:51"
3200,3200,Transferred,"2025-05-02 22:32:51"
3201,3201,Transferred,"2025-05-02 22:32:51"
3202,3202,Active,"2025-05-02 22:32:51"
3203,3203,"Moved Out","2025-05-02 22:32:51"
3204,3204,Deceased,"2025-05-02 22:32:51"
3205,3205,Active,"2025-05-02 22:32:51"
3206,3206,Transferred,"2025-05-02 22:32:51"
3207,3207,Active,"2025-05-02 22:32:51"
3208,3208,Deceased,"2025-05-02 22:32:51"
3209,3209,Transferred,"2025-05-02 22:32:51"
3210,3210,Active,"2025-05-02 22:32:51"
3211,3211,Active,"2025-05-02 22:32:51"
3212,3212,"Moved Out","2025-05-02 22:32:51"
3213,3213,Transferred,"2025-05-02 22:32:51"
3214,3214,Transferred,"2025-05-02 22:32:51"
3215,3215,Transferred,"2025-05-02 22:32:51"
3216,3216,Transferred,"2025-05-02 22:32:51"
3217,3217,Transferred,"2025-05-02 22:32:51"
3218,3218,Active,"2025-05-02 22:32:51"
3219,3219,Transferred,"2025-05-02 22:32:51"
3220,3220,Active,"2025-05-02 22:32:51"
3221,3221,"Moved Out","2025-05-02 22:32:51"
3222,3222,Deceased,"2025-05-02 22:32:51"
3223,3223,Deceased,"2025-05-02 22:32:51"
3224,3224,Transferred,"2025-05-02 22:32:51"
3225,3225,Transferred,"2025-05-02 22:32:51"
3226,3226,"Moved Out","2025-05-02 22:32:51"
3227,3227,"Moved Out","2025-05-02 22:32:51"
3228,3228,Active,"2025-05-02 22:32:51"
3229,3229,"Moved Out","2025-05-02 22:32:51"
3230,3230,Deceased,"2025-05-02 22:32:51"
3231,3231,"Moved Out","2025-05-02 22:32:51"
3232,3232,Transferred,"2025-05-02 22:32:51"
3233,3233,Transferred,"2025-05-02 22:32:51"
3234,3234,Transferred,"2025-05-02 22:32:52"
3235,3235,Active,"2025-05-02 22:32:52"
3236,3236,Active,"2025-05-02 22:32:52"
3237,3237,Deceased,"2025-05-02 22:32:52"
3238,3238,Active,"2025-05-02 22:32:52"
3239,3239,Active,"2025-05-02 22:32:52"
3240,3240,Deceased,"2025-05-02 22:32:52"
3241,3241,Transferred,"2025-05-02 22:32:52"
3242,3242,"Moved Out","2025-05-02 22:32:52"
3243,3243,Active,"2025-05-02 22:32:52"
3244,3244,Transferred,"2025-05-02 22:32:52"
3245,3245,"Moved Out","2025-05-02 22:32:52"
3246,3246,Transferred,"2025-05-02 22:32:52"
3247,3247,Deceased,"2025-05-02 22:32:52"
3248,3248,Transferred,"2025-05-02 22:32:52"
3249,3249,Deceased,"2025-05-02 22:32:52"
3250,3250,Transferred,"2025-05-02 22:32:52"
3251,3251,Active,"2025-05-02 22:32:52"
3252,3252,Transferred,"2025-05-02 22:32:52"
3253,3253,Active,"2025-05-02 22:32:52"
3254,3254,Active,"2025-05-02 22:32:52"
3255,3255,Deceased,"2025-05-02 22:32:52"
3256,3256,"Moved Out","2025-05-02 22:32:52"
3257,3257,Transferred,"2025-05-02 22:32:52"
3258,3258,Deceased,"2025-05-02 22:32:52"
3259,3259,Transferred,"2025-05-02 22:32:52"
3260,3260,Active,"2025-05-02 22:32:52"
3261,3261,Deceased,"2025-05-02 22:32:52"
3262,3262,Transferred,"2025-05-02 22:32:52"
3263,3263,"Moved Out","2025-05-02 22:32:52"
3264,3264,Deceased,"2025-05-02 22:32:52"
3265,3265,Transferred,"2025-05-02 22:32:52"
3266,3266,Deceased,"2025-05-02 22:32:52"
3267,3267,"Moved Out","2025-05-02 22:32:52"
3268,3268,Deceased,"2025-05-02 22:32:52"
3269,3269,"Moved Out","2025-05-02 22:32:52"
3270,3270,Deceased,"2025-05-02 22:32:52"
3271,3271,Transferred,"2025-05-02 22:32:52"
3272,3272,Active,"2025-05-02 22:32:52"
3273,3273,Deceased,"2025-05-02 22:32:52"
3274,3274,Transferred,"2025-05-02 22:32:52"
3275,3275,Deceased,"2025-05-02 22:32:52"
3276,3276,Active,"2025-05-02 22:32:52"
3277,3277,Transferred,"2025-05-02 22:32:52"
3278,3278,Deceased,"2025-05-02 22:32:52"
3279,3279,"Moved Out","2025-05-02 22:32:52"
3280,3280,Transferred,"2025-05-02 22:32:52"
3281,3281,Deceased,"2025-05-02 22:32:52"
3282,3282,Active,"2025-05-02 22:32:52"
3283,3283,Deceased,"2025-05-02 22:32:52"
3284,3284,Active,"2025-05-02 22:32:52"
3285,3285,Deceased,"2025-05-02 22:32:52"
3286,3286,Active,"2025-05-02 22:32:52"
3287,3287,Deceased,"2025-05-02 22:32:52"
3288,3288,Active,"2025-05-02 22:32:52"
3289,3289,Active,"2025-05-02 22:32:52"
3290,3290,"Moved Out","2025-05-02 22:32:52"
3291,3291,Transferred,"2025-05-02 22:32:52"
3292,3292,Deceased,"2025-05-02 22:32:52"
3293,3293,Deceased,"2025-05-02 22:32:52"
3294,3294,Active,"2025-05-02 22:32:52"
3295,3295,Transferred,"2025-05-02 22:32:52"
3296,3296,Active,"2025-05-02 22:32:52"
3297,3297,"Moved Out","2025-05-02 22:32:52"
3298,3298,"Moved Out","2025-05-02 22:32:52"
3299,3299,Active,"2025-05-02 22:32:52"
3300,3300,"Moved Out","2025-05-02 22:32:52"
3301,3301,Transferred,"2025-05-02 22:32:52"
3302,3302,Transferred,"2025-05-02 22:32:52"
3303,3303,Deceased,"2025-05-02 22:32:52"
3304,3304,"Moved Out","2025-05-02 22:32:52"
3305,3305,"Moved Out","2025-05-02 22:32:52"
3306,3306,Deceased,"2025-05-02 22:32:52"
3307,3307,Transferred,"2025-05-02 22:32:52"
3308,3308,Active,"2025-05-02 22:32:52"
3309,3309,Deceased,"2025-05-02 22:32:52"
3310,3310,"Moved Out","2025-05-02 22:32:52"
3311,3311,Transferred,"2025-05-02 22:32:52"
3312,3312,Deceased,"2025-05-02 22:32:52"
3313,3313,Deceased,"2025-05-02 22:32:52"
3314,3314,Deceased,"2025-05-02 22:32:52"
3315,3315,Active,"2025-05-02 22:32:52"
3316,3316,Transferred,"2025-05-02 22:32:52"
3317,3317,Active,"2025-05-02 22:32:52"
3318,3318,"Moved Out","2025-05-02 22:32:52"
3319,3319,Active,"2025-05-02 22:32:52"
3320,3320,Active,"2025-05-02 22:32:52"
3321,3321,Deceased,"2025-05-02 22:32:52"
3322,3322,Transferred,"2025-05-02 22:32:52"
3323,3323,Transferred,"2025-05-02 22:32:52"
3324,3324,Deceased,"2025-05-02 22:32:52"
3325,3325,"Moved Out","2025-05-02 22:32:52"
3326,3326,"Moved Out","2025-05-02 22:32:52"
3327,3327,Active,"2025-05-02 22:32:52"
3328,3328,"Moved Out","2025-05-02 22:32:52"
3329,3329,"Moved Out","2025-05-02 22:32:52"
3330,3330,Transferred,"2025-05-02 22:32:52"
3331,3331,Deceased,"2025-05-02 22:32:52"
3332,3332,Deceased,"2025-05-02 22:32:52"
3333,3333,Transferred,"2025-05-02 22:32:52"
3334,3334,Deceased,"2025-05-02 22:32:52"
3335,3335,Active,"2025-05-02 22:32:52"
3336,3336,Active,"2025-05-02 22:32:52"
3337,3337,Active,"2025-05-02 22:32:52"
3338,3338,Deceased,"2025-05-02 22:32:52"
3339,3339,Transferred,"2025-05-02 22:32:52"
3340,3340,Deceased,"2025-05-02 22:32:52"
3341,3341,"Moved Out","2025-05-02 22:32:52"
3342,3342,Deceased,"2025-05-02 22:32:52"
3343,3343,"Moved Out","2025-05-02 22:32:52"
3344,3344,Active,"2025-05-02 22:32:53"
3345,3345,Deceased,"2025-05-02 22:32:53"
3346,3346,Transferred,"2025-05-02 22:32:53"
3347,3347,Deceased,"2025-05-02 22:32:53"
3348,3348,Transferred,"2025-05-02 22:32:53"
3349,3349,Transferred,"2025-05-02 22:32:53"
3350,3350,Transferred,"2025-05-02 22:32:53"
3351,3351,Deceased,"2025-05-02 22:32:53"
3352,3352,Active,"2025-05-02 22:32:53"
3353,3353,Deceased,"2025-05-02 22:32:53"
3354,3354,Transferred,"2025-05-02 22:32:53"
3355,3355,Active,"2025-05-02 22:32:53"
3356,3356,"Moved Out","2025-05-02 22:32:53"
3357,3357,Active,"2025-05-02 22:32:53"
3358,3358,Deceased,"2025-05-02 22:32:53"
3359,3359,Deceased,"2025-05-02 22:32:53"
3360,3360,"Moved Out","2025-05-02 22:32:53"
3361,3361,Deceased,"2025-05-02 22:32:53"
3362,3362,"Moved Out","2025-05-02 22:32:53"
3363,3363,Active,"2025-05-02 22:32:53"
3364,3364,Deceased,"2025-05-02 22:32:53"
3365,3365,"Moved Out","2025-05-02 22:32:53"
3366,3366,Transferred,"2025-05-02 22:32:53"
3367,3367,Deceased,"2025-05-02 22:32:53"
3368,3368,Deceased,"2025-05-02 22:32:53"
3369,3369,Transferred,"2025-05-02 22:32:53"
3370,3370,Active,"2025-05-02 22:32:53"
3371,3371,Active,"2025-05-02 22:32:53"
3372,3372,Active,"2025-05-02 22:32:53"
3373,3373,"Moved Out","2025-05-02 22:32:53"
3374,3374,Active,"2025-05-02 22:32:53"
3375,3375,"Moved Out","2025-05-02 22:32:53"
3376,3376,"Moved Out","2025-05-02 22:32:53"
3377,3377,Transferred,"2025-05-02 22:32:53"
3378,3378,Transferred,"2025-05-02 22:32:53"
3379,3379,"Moved Out","2025-05-02 22:32:53"
3380,3380,Active,"2025-05-02 22:32:53"
3381,3381,Deceased,"2025-05-02 22:32:53"
3382,3382,Deceased,"2025-05-02 22:32:53"
3383,3383,Active,"2025-05-02 22:32:53"
3384,3384,"Moved Out","2025-05-02 22:32:53"
3385,3385,Deceased,"2025-05-02 22:32:53"
3386,3386,Transferred,"2025-05-02 22:32:53"
3387,3387,Deceased,"2025-05-02 22:32:53"
3388,3388,Deceased,"2025-05-02 22:32:53"
3389,3389,"Moved Out","2025-05-02 22:32:53"
3390,3390,Active,"2025-05-02 22:32:53"
3391,3391,Deceased,"2025-05-02 22:32:53"
3392,3392,Transferred,"2025-05-02 22:32:53"
3393,3393,"Moved Out","2025-05-02 22:32:53"
3394,3394,Active,"2025-05-02 22:32:53"
3395,3395,Deceased,"2025-05-02 22:32:53"
3396,3396,Transferred,"2025-05-02 22:32:53"
3397,3397,"Moved Out","2025-05-02 22:32:53"
3398,3398,Deceased,"2025-05-02 22:32:53"
3399,3399,"Moved Out","2025-05-02 22:32:53"
3400,3400,Active,"2025-05-02 22:32:53"
3401,3401,Transferred,"2025-05-02 22:32:53"
3402,3402,Transferred,"2025-05-02 22:32:53"
3403,3403,"Moved Out","2025-05-02 22:32:53"
3404,3404,"Moved Out","2025-05-02 22:32:53"
3405,3405,"Moved Out","2025-05-02 22:32:53"
3406,3406,Transferred,"2025-05-02 22:32:53"
3407,3407,Transferred,"2025-05-02 22:32:53"
3408,3408,Deceased,"2025-05-02 22:32:53"
3409,3409,"Moved Out","2025-05-02 22:32:53"
3410,3410,Active,"2025-05-02 22:32:53"
3411,3411,"Moved Out","2025-05-02 22:32:53"
3412,3412,Transferred,"2025-05-02 22:32:53"
3413,3413,Active,"2025-05-02 22:32:53"
3414,3414,"Moved Out","2025-05-02 22:32:53"
3415,3415,Active,"2025-05-02 22:32:53"
3416,3416,Active,"2025-05-02 22:32:53"
3417,3417,Transferred,"2025-05-02 22:32:53"
3418,3418,"Moved Out","2025-05-02 22:32:53"
3419,3419,Transferred,"2025-05-02 22:32:53"
3420,3420,Active,"2025-05-02 22:32:53"
3421,3421,Transferred,"2025-05-02 22:32:53"
3422,3422,Active,"2025-05-02 22:32:53"
3423,3423,Deceased,"2025-05-02 22:32:53"
3424,3424,"Moved Out","2025-05-02 22:32:53"
3425,3425,Active,"2025-05-02 22:32:53"
3426,3426,Deceased,"2025-05-02 22:32:53"
3427,3427,"Moved Out","2025-05-02 22:32:53"
3428,3428,Transferred,"2025-05-02 22:32:53"
3429,3429,Deceased,"2025-05-02 22:32:53"
3430,3430,"Moved Out","2025-05-02 22:32:53"
3431,3431,"Moved Out","2025-05-02 22:32:53"
3432,3432,Transferred,"2025-05-02 22:32:53"
3433,3433,Deceased,"2025-05-02 22:32:53"
3434,3434,Active,"2025-05-02 22:32:53"
3435,3435,Deceased,"2025-05-02 22:32:53"
3436,3436,Transferred,"2025-05-02 22:32:53"
3437,3437,Active,"2025-05-02 22:32:53"
3438,3438,Active,"2025-05-02 22:32:53"
